Title,Beds,Location,Price,Reviews,Host
"<meta content=""Pine Lodge - Lakeside Retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42621891"">Farm stay in West Wellow</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (236)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Riverside Cabin"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_9089517"">Hut in Constantine</div>","$170 per night, originally $191","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (424)</span>",
"<meta content=""Cosy Barn with a Vineyard View"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44015921"">Barn in Hertfordshire</div>",$214 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (115)</span>",
"<meta content=""Beach View, Romantic chalet, Whitsand Bay Cornwall"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52023748"">Chalet in GB</div>",$183 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (68)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cow Shed: Daisy at Easton Farm Park"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_29029067"">Farm stay in Woodbridge</div>",$150 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.78 (32)</span>",
"<meta content=""Rectory Farm New camp"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48535595"">Hut in Alvescot</div>",$159 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (210)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Beekeeper's Bothy"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_38874403"">Tiny home in Newburgh</div>",$153 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (177)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Woodland Cabin with Hot tub &amp; log burner"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49671595"">Hut in Barmouth</div>",$186 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.82 (204)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Chic cabin with private hot tub in the New Forest"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_35586899"">Cabin in Bransgore</div>",$220 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (329)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Snowdonia Mawddach Cabin + hot tub FIVE STAR*****"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_25516022"">Private room in Barmouth Gwynedd</div>",$207 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (544)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Trinity: luxury lodge in a stunning, lake location"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 king beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_37775472"">Cabin in Gamlingay</div>",$217 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (75)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Tides Uig Isle of Skye"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_50389390"">Home in Uig</div>",$484 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (43)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cosy Eco Cabin with hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_3708403"">Cabin in Cilgwyn</div>",$150 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (417)</span>",
"<meta content=""Rustic treehouse style lodge with incredible views"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 queen bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52832122"">Treehouse in Walterstone</div>",$184 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.81 (27)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Daisy's Barn"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_745454361773333833"">Home in East Tuddenham</div>","$326 per night, originally $427","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""The Otters Holt with Scandinavian hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_740340702133737698"">Dome in Milton Bridge</div>","$282 per night, originally $320","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (5)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Designer A-Frame Cabin, with Hot Tub, Mayen Estate"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45488473"">Cabin in Milltown of Rothiemay</div>",$218 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (40)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Mulberry, A Luxury Two Bed Cottage in Painswick"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_639505592552017647"">Cottage in Painswick</div>",$561 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (22)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""‘Santina’ Shepherd's Hut with hot tub &amp; open views"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48926265"">Shepherd’s hut in Cambridgeshire</div>",$149 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (131)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Beautiful Barn in Norfolk Countryside with a view"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49603713"">Barn in Spooner Row</div>",$376 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (55)</span>",
"<meta content=""Modern Riverside Lodge with Hot Tub in Sopley"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49284545"">Place to stay in Hampshire</div>",$363 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.86 (57)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Substantial 7 bedroom House with Garden &amp; Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">12 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_731901387274393644"">Home in Dorset</div>",$874 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Buttercup Lodge - UK36655 (UK36655)"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53992869"">Home in Boothby Pagnell</div>","$93 per night, originally $150","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Rhodiad Mill - A cosy, quiet Haven"" itemprop=""name""/>","<span class=""dir dir-ltr"">7 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53636571"">Cottage in saint davids</div>","$218 per night, originally $250","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (6)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Connect to Nature in the Hot Tub at a Cozy Woodland Studio"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_32679560"">Hut in Blandford Forum </div>",$105 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (320)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""House on the beach"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28880392"">Home in Camber</div>",$735 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (82)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxurious, picture-perfect, stunning treehouse"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_18612777"">Treehouse in Mayfield</div>",$361 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (72)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Trinity: luxury lodge in a stunning, lake location"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 king beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_37775472"">Cabin in Gamlingay</div>",$217 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (75)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Tides Uig Isle of Skye"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_50389390"">Home in Uig</div>",$484 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (43)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cosy Eco Cabin with hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_3708403"">Cabin in Cilgwyn</div>",$150 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (417)</span>",
"<meta content=""“The Stable - self contained modern conversion”"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 double beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48671576"">Farm stay in Daventry</div>",$180 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (75)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Dairsie Castle"" itemprop=""name""/>","<span class=""dir dir-ltr"">10 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_330808"">Castle in Fife</div>","$1,104 per night","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (70)</span>",
"<meta content=""Rustic treehouse style lodge with incredible views"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 queen bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52832122"">Treehouse in Walterstone</div>",$184 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.81 (27)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Otters Holt with Scandinavian hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_740340702133737698"">Dome in Milton Bridge</div>","$282 per night, originally $320","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (5)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Bumble Barn at Great Field Farm"" itemprop=""name""/>","<span class=""dir dir-ltr"">5 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_36326963"">Bungalow in Canterbury</div>",$414 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (23)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Designer A-Frame Cabin, with Hot Tub, Mayen Estate"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45488473"">Cabin in Milltown of Rothiemay</div>",$218 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (40)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Mulberry, A Luxury Two Bed Cottage in Painswick"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_639505592552017647"">Cottage in Painswick</div>",$561 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (22)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""‘Santina’ Shepherd's Hut with hot tub &amp; open views"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48926265"">Shepherd’s hut in Cambridgeshire</div>",$149 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (131)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Beautiful Barn in Norfolk Countryside with a view"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49603713"">Barn in Spooner Row</div>",$376 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (55)</span>",
"<meta content=""Modern Riverside Lodge with Hot Tub in Sopley"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49284545"">Place to stay in Hampshire</div>",$363 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.86 (57)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Buttercup Lodge - UK36655 (UK36655)"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53992869"">Home in Boothby Pagnell</div>","$93 per night, originally $150","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Connect to Nature in the Hot Tub at a Cozy Woodland Studio"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_32679560"">Hut in Blandford Forum </div>",$105 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (320)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""House on the beach"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28880392"">Home in Camber</div>",$735 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (82)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxurious, picture-perfect, stunning treehouse"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_18612777"">Treehouse in Mayfield</div>",$361 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (72)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Glamping &amp; Barbecue Cabin at Moorside Farmhouse"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_30232430"">Hut in Harrogate</div>",$90 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (291)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Water Tower at Long Meadow Farm"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 double beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_34641355"">Home in Kenilworth</div>",$229 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (143)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Oak Lodge - Lakeside Retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_41613884"">Farm stay in West Wellow</div>",$194 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (232)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Hayloft, a spacious and charming period barn"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45357931"">Barn in Hurstbourne Tarrant</div>","$125 per night, originally $145","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (150)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cats Castle"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_14837395"">Castle in Cardross</div>","$390 per night, originally $521","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.87 (118)</span>",
"<meta content=""Ben's hat"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_16340461"">Shepherd’s hut in County Durham</div>",$62 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (325)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Glamping Pod with Private Hot Tub (Pod 2)"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42108563"">Cabin in Saint Cyrus</div>",$163 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (133)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Entire Luxury Apartment in the Heart of London"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_731638766094091441"">Condo in London</div>",$487 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (5)</span>",
"<meta content=""Rural self contained cabin retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45730789"">Cabin in West Sussex</div>",$124 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (152)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Drey Near Braunton North Devon ideal retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53550055"">Tiny home in Barnstaple</div>",$207 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (69)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Oak Lodge with wood-fired hot tub, perfect for 2!"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28857815"">Cabin in Hampshire</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (272)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""STILTZ Boutique Hottub Rural Retreat in Norfolk"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_8051291"">Cabin in Marsham</div>",$214 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (436)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Y Pod @ Bryntalch - Private glamping pod &amp; hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48736005"">Farm stay in Powys</div>",$132 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (149)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Couthie Cooshed in the Cairngorms"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52974940"">Barn in Strathdon</div>",$159 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (54)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Bluehill Cabin - rural retreat with stunning views"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49104923"">Tiny home in Cwmann</div>",$105 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (108)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Shepherds Hut on our farm, close to Alton Towers"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45937900"">Shepherd’s hut in Alton</div>",$110 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (141)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Stargazer Cabin - Monmouth Walking Distance Town"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_32102600"">Cabin in Monmouth</div>",$208 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.9 (241)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Set in AONB &amp; 40 Acres of Private Countryside"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_39621458"">Cottage in Saint Briavels</div>",$173 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (163)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Stylish House By The River To Escape &amp; Relax"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_19871884"">Chalet in Lancashire</div>",$201 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (258)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Rectory Farm Hideaway"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_23050109"">Hut in Oxfordshire</div>",$146 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (466)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Gatehouse unique cosy round cob retreat for 2"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_43578103"">Earthen home in Devon</div>",$160 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (88)</span>",
"<meta content=""Rural escape with hot tub in the Brecon Beacons"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_23347930"">Home in Merthyr Cynog</div>",$214 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (192)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""North Wing of Langton Hall - Grade 2 listed"" itemprop=""name""/>","<span class=""dir dir-ltr"">9 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_40555445"">Home in Langton</div>","$313 per night, originally $364","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (89)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Wildernest - Ty Twt"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 double beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_6339527"">Cottage in Aberaeron</div>",$104 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (221)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""NEW BARN CONVERSION WITH PRIVATE HOT TUB"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_24425581"">Barn in Ripponden</div>",$167 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (309)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxury Barn Conversion with Alpaca Farm &amp; Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48040295"">Barn in Staffordshire</div>",$315 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (50)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cozy Couples/Small groups Glamping-Private Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 double beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_654293014037001876"">Tent in Barber Booth</div>",$302 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (38)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Orchard Hideaway, 4* Luxury Lodge, wood hot tub!"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_24978259"">Chalet in Kelso</div>",$372 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (64)</span>",
"<meta content=""Bramley Hut with wood fired hot tub."" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52755720"">Hut in Somerset</div>",$166 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (29)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Brynafon Oaks"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_47023762"">Farm stay in Powys</div>",$207 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.8 (121)</span>",
"<meta content=""Graystock Lodge"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_27253706"">Cabin in Cockerham</div>",$185 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (196)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
