Title,Beds,Location,Price,Reviews,Host
"<meta content=""Happy Yurt with a sea view in a wild meadow"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44147163"">Yurt in Dorset</div>",$193 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.79 (58)</span>",
"<meta content=""Secluded tranquil woodland lodge with amazing view"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45089158"">Tiny home in Mortehoe</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (68)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Near Edge Hut Branthwaite Nr Cockermouth"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_14456352"">Hut in Branthwaite</div>",$98 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (262)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Host &amp; Stay | Forest Close"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_737400558408286050"">Home in Tyne and Wear</div>",$210 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""The Grange - Wheelchair Accessible Bungalow"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_22785517"">Bungalow in Dereham</div>",$692 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (55)</span>",
"<meta content=""Secluded tranquil woodland lodge with amazing view"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45089158"">Tiny home in Mortehoe</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (68)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Near Edge Hut Branthwaite Nr Cockermouth"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_14456352"">Hut in Branthwaite</div>",$98 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (262)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Host &amp; Stay | Forest Close"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_737400558408286050"">Home in Tyne and Wear</div>",$210 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""The Grange - Wheelchair Accessible Bungalow"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_22785517"">Bungalow in Dereham</div>",$692 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (55)</span>",
"<meta content=""Bigbury Camping Kids"" itemprop=""name""/>","<span class=""dir dir-ltr"">20 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48997685"">Barn in Bigbury</div>",$254 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (24)</span>",
"<meta content=""Elletson Park Caravan 2 - 2bed family camping/bbq"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_50060941"">Tiny home in Post Office</div>","$105 per night, originally $143","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.0 (7)</span>",
"<meta content=""Gwel y Wyddfa - a perfect Rhosneigr Bolthole for 6"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_733791140406251340"">Home in Isle of Anglesey</div>",$346 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Under The Waves  Unique Apartment Filey Sea Front"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53016769"">Vacation home in North Yorkshire</div>",$481 per night,,
"<meta content=""Buttercup Glamping Pod - sleeps 2 | Gold Award winning"" itemprop=""name""/>",,"<div class=""t1jojoys dir dir-ltr"" id=""title_49006300"">Cabin in North Yorkshire</div>",$151 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (5)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxury Dome with private hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45635176"">Dome in Pembrokeshire</div>",$241 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (14)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Log Cabin"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_5035156"">Cabin in Churcham</div>",$192 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.73 (81)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""The Hop Wing, Wilmot House"" itemprop=""name""/>","<span class=""dir dir-ltr"">16 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_740291771006887687"">Shared room in How Caple</div>",$686 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Lodge 18 at Crake Valley Park"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45364602"">Cabin in Water Yeat</div>",$165 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.9 (68)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Bijou Barn with exclusive-use Annexe"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44448500"">Home in Ermington</div>",$241 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (56)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""The Den - A garden hideaway - great for cyclists"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42641970"">Tiny home in North York Moors National Park</div>",$216 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (38)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Pig Pod - family Pod situated on a work farm."" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_47193929"">Chalet in Cumbria</div>",$246 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (21)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Large Double Room at the Heart of Shoreditch"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_20608381"">Private room in London</div>",$184 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Cabin At The Beach"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_41282144"">Tiny home in Seasalter</div>",$173 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (141)</span>",
"<meta content=""Milestone House"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_23588485"">Chalet in Somersham</div>",$180 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.82 (164)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Peaceful Off-Grid Yurt in Ayrshire's Girvan Valley"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44103526"">Yurt in Kirkmichael</div>",$102 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.84 (58)</span>",
"<meta content=""Highwood Lodge"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_22241914"">Home in Denby Dale</div>",$206 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.55 (89)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Cwch Gwenyn-Black mountain bespoke breaks-Hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44411637"">Shepherd’s hut in Bronllys</div>",$344 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (60)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Stunning Apartment in Victorian Villa with Garden"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_615603285152563931"">Condo in Torbay</div>",$275 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (22)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""North Norfolk Coast Cosy Shepherds Hut"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45075709"">Shepherd’s hut in Hindringham</div>",$80 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.8 (50)</span>",
"<meta content=""Whingreen Court Country House"" itemprop=""name""/>","<span class=""dir dir-ltr"">12 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_5216234"">Private room in Ivybridge</div>",$139 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.63 (70)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Private Highland Retreat in the Cairngorms"" itemprop=""name""/>","<span class=""dir dir-ltr"">12 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_26360006"">Home in Cairngorm Highland</div>",$922 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (18)</span>",
"<meta content=""Pretty Snowdonia Cottage"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_36033436"">Cottage in Dolwyddelan </div>",$241 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (104)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Longbigging, Westray"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_22061560"">Cabin in Orkney</div>",$69 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.9 (92)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Allt Yelkie Pod 'Coig' Luxury Glamping Earlish"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_49592454"">Tiny home in Portree</div>",$206 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (61)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Dafad Du-Black mountain bespoke breaks-Twin bath!"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44404520"">Shepherd’s hut in Bronllys</div>",$344 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (33)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Distillery cottage in the heart of the Spey Valley"" itemprop=""name""/>","<span class=""dir dir-ltr"">5 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_33980787"">Home in Advie</div>",$164 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (70)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Chenoweth Yurt, rural &amp; river views"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_44305064"">Yurt in Landulph</div>",$145 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.75 (8)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""LUXURY THREE BEDROOM PROPERTY ON LOCH NESS"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_26647785"">Apartment in Fort Augustus</div>",$500 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (16)</span>",
"<meta content=""Eco Pod 2"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_35601524"">Tiny home in Glenmore</div>",$116 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.59 (58)</span>",
"<meta content=""Beautiful Lakeside Lodge with Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">5 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_33207827"">Cabin in Tattershall</div>",$386 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.76 (42)</span>",
"<meta content='The ""VIOLET"" AT HONEY TOP GLAMPING and SPA' itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_26281792"">Private room in Worcestershire</div>",$196 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.33 (15)</span>",
"<meta content=""Royal Portrush,  accesible Flax Mill"" itemprop=""name""/>","<span class=""dir dir-ltr"">15 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_5595145"">Castle in Coleraine</div>",$865 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (4)</span>",
"<meta content=""Honeysuckle Pod - Bradley Hall Rural Escapes"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_27321638"">Tiny home in Whitchurch</div>",$151 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (21)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Trout Rise"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_23432085"">Cabin in Clifford Bridge</div>",$173 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.84 (69)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Eco Romantic Retreat in the heart of Suffolk"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_31938611"">Cabin in Suffolk</div>",$317 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.75 (8)</span>",
"<meta content=""Seafront apartment in Sandsend with stunning views"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_15450020"">Apartment in Sandsend</div>",$344 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (33)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Kings Farm Barn- Beautiful Barn with Games Room"" itemprop=""name""/>","<span class=""dir dir-ltr"">5 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_9000450"">Home in Sway</div>",$360 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (98)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cottage on Private Estate near Chatton"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_15138526"">Cottage in Northumberland</div>",$202 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.79 (99)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Glorious Lotus Belle Tent, Bamburgh"" itemprop=""name""/>",,"<div class=""t1jojoys dir dir-ltr"" id=""title_52283454"">Tent in Glororum</div>",$172 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.8 (5)</span>",
"<meta content=""Stylish Countryside Retreat, Home-grown Produce &amp; Flowers"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_25798538"">Home in Truro</div>",$203 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (16)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""Woodlakes Park, Larch Log Cabin,  Norfolk"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_40605221"">Cabin in Stowbridge</div>",$206 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.7 (20)</span>",
"<meta content=""The splendid Buckingham suite at Orton hall."" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_34326042"">Condo in Orton</div>",$144 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (48)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Park of Drumquhassle Twin Room in Estate Mansion"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52856145"">Private room in Drymen</div>",$412 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.6 (5)</span>",
"<meta content=""Roller Team 746 - 6 Berth &amp; 6 travelling seats!"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_673656246433858151"">Camper/RV in Somersham</div>",$213 per night,,
"<meta content=""Merrydown's Shepherd's Hut,  smart and cosy"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48355992"">Shepherd’s hut in Dalwood</div>",$110 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (26)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Woodlands Lake District Log Cabins  (1)"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_45164048"">Cabin in Meathop</div>",$249 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.67 (9)</span>",
"<meta content=""Rural Yurt Retreat near Glastonbury, Somerset"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_19827823"">Yurt in Hornblotton</div>",$125 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (174)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Fantastic 2 bedroom holiday home on the Broads"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_41309395"">Chalet in Suffolk</div>",$108 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (59)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Wigwam Lodge (Wheelchair Friendly)"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_39546826"">Cabin in Storwood</div>",$165 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (16)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Atlantic facing fine rural property"" itemprop=""name""/>","<span class=""dir dir-ltr"">12 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_2581385"">Home in Nr Port Isaac, North Cornwall</div>",$824 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (14)</span>",
"<meta content=""South View Camping Pod Shropshire"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_31973010"">Cabin in Church Stretton</div>",$44 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.67 (49)</span>",
"<meta content=""McIntyre Cottage on Blairquhan Castle Estate"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_38718189"">Cottage in Straiton</div>",$223 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.9 (10)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Tyra Cottage (2023 dates open)"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_17267293"">Cabin in Kingsley Close</div>",$192 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.79 (75)</span>",
"<meta content=""Ness Cabin on Luxury Trawler Yacht, Inverness"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_22458418"">Private room in Highland</div>",$151 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.9 (116)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Hona"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_726395411540981058"">Home in Mangersta</div>",$285 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""'Sea Breeze' sleeps 4 Selsey caravan 2 bathrooms"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42286034"">Cabin in Selsey</div>",$105 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.81 (47)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Wood View Caravan. Private decking with good views"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_18750903"">Holiday park in Arkholme</div>",$172 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (59)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Beautiful Bicket"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_19928214"">Chalet in Dartmouth</div>",$88 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.64 (80)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Chale Bay Farm - Needles' View"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_31069345"">Guest suite in Ventnor</div>",$281 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (84)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Rare find</div>"
"<meta content=""Greencraig Pod - Ben Horn"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28636684"">Tiny home in Drybridge</div>",$110 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (13)</span>",
"<meta content=""Riverview Tower Bridge Bermondsey 1bd"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_716544585534304012"">Condo in London</div>",$342 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Longwood farm. white cabin. Peace and tranquility"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_35227655"">Cabin in North Yorkshire</div>",$241 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (22)</span>",
"<meta content=""Oak Lodge at Avonvale Holiday Lodges"" itemprop=""name""/>","<span class=""dir dir-ltr"">7 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_18425040"">Cabin in Evesham</div>",$227 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.76 (77)</span>",
"<meta content=""Yards Brake on 40 acres of private land"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_38573696"">Home in Swanage</div>",$530 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.66 (35)</span>",
"<meta content=""Savour Sweeping Skyline Views at a Clerkenwell Penthouse"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_7267615"">Loft in London</div>",$829 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (46)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""Trecombe Lakes"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_10331958"">Cabin in Mawnan Smith</div>",$204 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (36)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Sunshine Lodge Widemouth Bay Sleeps 6 Dog Friendly"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_39296691"">Cabin in Cornwall</div>",$242 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (33)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Morven View Lodge NC500"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 single beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_30336109"">Cabin in Highland</div>",$186 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.83 (6)</span>",
"<meta content=""Fantastic  two double bedroom  annex with parking."" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_4090922"">Guesthouse in Falmouth</div>",$206 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.85 (150)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
