Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,State,Country,ZipCodes,Codes
La Playita & Flip Flop Fun,Entire apartment,St. George Island,8.9,Fabulous,1,0,0,56.573651,-169.5836273671079,Alaska,United States,99591,us
Hale Lilly Condo,Entire apartment,Kahuku,9.0,Superb,2,0,0,21.6844495,-157.9416673099028,Hawaii,United States,96731,us
Ariel Dunes I,Entire apartment,"Miramar Beach, Destin",8.6,Fabulous,4,0,0,30.3776819,-86.3415734,Florida,United States,32550,us
Grande Caribbean,Entire apartment,Orange Beach,8.2,Very good,3,0,0,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Bird Song Cottage,Entire holiday home,Waynesville,7.9,Good,2,0,0,35.4887476,-82.9888725,North Carolina,United States,28786,us
The Landmark Orcas Island,Entire apartment,Eastsound,8.8,Fabulous,2,0,0,48.696771,-122.9054625,Washington,United States,98245,us
Sugar Top Condos II,Entire apartment,Sugar Mountain,9.1,Superb,2,0,0,44.2703396,-74.9599167,New York,United States,,us
Moonridge Cottage-1817 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,2,0,0,34.2440587,-116.91018,California,United States,92315,us
Vivid Escape in Gulf Shores - Walk to the Beach!,Entire apartment,Gulf Shores,8.0,Very good,3,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
The Summit at Massanutten Resort by TripForth,Entire apartment,McGaheysville,8.6,Fabulous,4,0,0,38.3712399,-78.7322449,Virginia,United States,22840,us
The Palace at Kingston East,Entire apartment,Rexburg,9.9,Exceptional,2,0,0,43.8235163,-111.787022,Idaho,United States,83440,us
Two-Bedroom Condo at Streamside Lane,Entire apartment,Frisco,8.1,Very good,3,0,0,33.1506744,-96.8236116,Texas,United States,75034,us
Island North 14C - 2nd row stunner! Relax in comfort after your days in the sun condo,Entire apartment,Carolina Beach,7.0,Good,1,0,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
El Constante 208,Entire apartment,Corpus Christi,8.6,Fabulous,2,0,0,27.7635302,-97.4033191,Texas,United States,78404,us
Island House,Entire apartment,Englewood,8.6,Fabulous,3,0,0,39.6482059,-104.9879641,Colorado,United States,80110,us
Peace of Paradise home,Entire holiday home,Townsend,,Exceptional,2,0,0,35.6753657,-83.7557282,Tennessee,United States,37882,us
Jumpin' Jack Frost,Entire holiday home,Lake Harmony,9.0,Superb,4,0,0,41.0605209,-75.5916339,Pennsylvania,United States,18624,us
Pinnacle,Entire apartment,Beech Mountain,7.1,Good,4,0,0,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
Live Oak Landing,2 entire bungalow,Freeport,9.1,Superb,2,0,0,42.2966861,-89.6212271,Illinois,United States,61032,us
River Romance,Entire holiday home,Sylva,8.1,Very good,3,0,0,35.3737111,-83.2259803,North Carolina,United States,28779,us
Fairway Golf Condo Close to Beach and Shopping condo,Entire apartment,Calabash,7.9,Good,4,0,0,33.8907278,-78.5683446,North Carolina,United States,28467,us
Luxury Holistic Oasis by Bayshore/Hyde Park/SoHo,Entire holiday home,Tampa,,Exceptional,2,991,0,27.9477595,-82.458444,Florida,United States,,us
Cora Lee Gulfview by Padre Getaways,Entire apartment,South Padre Island,9.2,Superb,3,238,0,26.1036887,-97.1646938,Texas,United States,78597,us
"Crown Point Owners Association, a VRI resort",Entire apartment,Ruidoso,9.0,Superb,4,337,0,33.3315804,-105.6730991,New Mexico,United States,88345,us
Hungry Horse Cabin with Patio and Fire Pit-Near Glacier,Entire holiday home,Hungry Horse,7.5,Good,2,315,0,48.382564,-114.05596460903769,Montana,United States,59926,us
StackRock Cabin in Blue Ridge Mountains,Entire holiday home,Ellijay,9.7,Exceptional,3,515,0,34.6950278,-84.4827394,Georgia,United States,30540,us
Gorgeous Oceanfront villa with Panoramic views!!!,Entire apartment,Avalon,9.2,Superb,3,896,0,33.34221,-118.3272612,California,United States,90704,us
Skyleaf,Entire apartment,Sugar Mountain,7.9,Good,3,178,0,44.2703396,-74.9599167,New York,United States,,us
La Playita & Flip Flop Fun,Entire apartment,St. George Island,8.9,Fabulous,1,168,0,56.573651,-169.5836273671079,Alaska,United States,99591,us
Hale Lilly Condo,Entire apartment,Kahuku,9.0,Superb,2,989,0,21.6844495,-157.9416673099028,Hawaii,United States,96731,us
Ariel Dunes I,Entire apartment,"Miramar Beach, Destin",8.6,Fabulous,4,113,0,30.3776819,-86.3415734,Florida,United States,32550,us
Grande Caribbean,Entire apartment,Orange Beach,8.2,Very good,3,100,0,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Bird Song Cottage,Entire holiday home,Waynesville,7.9,Good,2,182,0,35.4887476,-82.9888725,North Carolina,United States,28786,us
Club Ocean Villas II 182 condo,Entire apartment,"North Ocean City, Ocean City",,Exceptional,1,334,0,38.430173100000005,-75.05890232007498,Maryland,United States,21842,us
Charming Myrtle Beach Resort Condo - 2 Mi to Ocean,Entire apartment,Myrtle Beach,9.0,Superb,2,162,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Snowblaze Condos Building C unit 24,Entire apartment,Winter Park,7.0,Good,2,476,0,28.5977707,-81.3510264,Florida,United States,32789,us
Restful Retreat,Entire holiday home,Duck Key,9.0,Superb,1,260,0,24.778716000000003,-80.91390183832715,Florida,United States,,us
Fiddlers Cove III,Entire holiday home,Hilton Head Island,9.6,Exceptional,2,128,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
The Retreat at Angel Fire,Private suite,Angel Fire,9.4,Superb,3,212,0,36.3930879,-105.2850091,New Mexico,United States,87710,us
Grande Caribbean,Entire apartment,Orange Beach,8.2,Very good,3,100,278,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Pelican Beach Resort II,Entire apartment,Destin,8.0,Very good,4,113,427,30.3935337,-86.4957834,Florida,United States,32540,us
76GS - Genuine Log Cabin - WiFi - Pets Ok - Sleeps 4 home,Entire holiday home,Glacier,9.0,Superb,1,476,126,48.6966449,-112.9467116,Montana,United States,,us
BlueSky Breckenridge,Entire apartment,"Four O'Clock, Breckenridge",9.2,Superb,3,290,126,39.4788593,-106.0543671,Colorado,United States,80424,us
Massanutten Resort by TripForth,Entire apartment,McGaheysville,7.8,Good,1,255,654,38.3712399,-78.7322449,Virginia,United States,22840,us
The Westin Cape Coral Resort at Marina Village,2 private suite,Cape Coral,8.8,Fabulous,4,2098,561,26.6059432,-81.9806771,Florida,United States,33914,us
Rustic-Chic Overgaard Condo with Fishing Pond!,Entire apartment,Overgaard,,Exceptional,2,192,0,34.3908717,-110.5531791,Arizona,United States,85933,us
Wicked Wahine Condo,Entire apartment,Kahuku,9.0,Superb,5,1099,872,21.6844495,-157.9416673099028,Hawaii,United States,96731,us
Mahina Surf II,Entire apartment,Kahana,8.5,Very good,4,411,156,21.5543942,-157.8734051,Hawaii,United States,96730,us
Hale Kai O Kihei,Private suite,Kihei,8.4,Very good,2,383,366,20.763395,-156.44639965521395,Hawaii,United States,96753,us
Fireside Cottage,Entire chalet,Duck Creek Village,9.4,Superb,3,0,0,37.523591,-112.662992,Utah,United States,84762,us
The Outpost at Folly Beach,Entire holiday home,Folly Beach,9.5,Exceptional,5,0,0,32.6549967,-79.9406093,South Carolina,United States,29439,us
Hidden Dunes,Entire apartment,"Miramar Beach, Destin",7.8,Good,4,0,0,30.3776819,-86.3415734,Florida,United States,32550,us
Village by the Beach P907K,Entire vill,Corpus Christi,8.0,Very good,0,0,0,27.7635302,-97.4033191,Texas,United States,78404,us
Waterfront Property w access to the Weeki Wachee River & Gulf of Mexico - Pet Friendly!,Entire holiday home,Spring Hill,,Exceptional,3,0,0,41.4117626,-93.6479872,Iowa,United States,50125,us
The Cliffside Resort Condominiums,Entire bungalow,Greenport,8.5,Very good,4,0,0,41.1034234,-72.3592777,New York,United States,11944,us
Pet-Friendly Condo Walk to Beech Mtn Resort!,Entire apartment,Beech Mountain,9.2,Superb,2,0,0,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
Glades View Condos,Entire apartment,Gatlinburg,8.2,Very good,3,0,0,35.714259,-83.5101638,Tennessee,United States,37738,us
2019 Lodgepole Condo,Entire apartment,"West Keystone, Keystone",,Exceptional,4,0,0,39.60193325,-105.9827933332479,Colorado,United States,80435,us
The Don Hoel Resort & Venue,Private suite,Sedona,8.9,Fabulous,2,0,0,34.8629426,-111.8137097,Arizona,United States,86336,us
Fishing Paradise with Deck and Dock on Suwannee River,Entire holiday home,Branford,8.1,Very good,3,0,0,41.2795414,-72.8150989,Connecticut,United States,06405,us
Cozy and Charming Cottage in Livingston Manor,Entire holiday home,Livingston Manor,9.0,Superb,2,0,0,41.9003667,-74.8282167,New York,United States,12758,us
EagleRidge Lodge 201 condo,Entire apartment,Steamboat Springs,7.0,Good,1,0,0,40.4848003,-106.8317359,Colorado,United States,80487,us
Hilton Head Resort,Entire apartment,Hilton Head Island,7.6,Good,3,0,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Sunny Southwest Cottage,Entire holiday home,Mancos,9.5,Exceptional,5,0,0,37.3440947,-108.2925568,Colorado,United States,,us
Lei Lana Condos,Entire apartment,Orange Beach,8.3,Very good,3,0,0,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Tahoe Summit Village,Entire apartment,Stateline,8.4,Very good,4,0,0,38.9667745,-119.94427458159146,Nevada,United States,89449,us
Sterling Shores V,Entire apartment,Destin,8.6,Fabulous,4,0,0,30.3935337,-86.4957834,Florida,United States,32540,us
Baywatch,Entire apartment,Pensacola Beach,7.7,Good,3,0,0,30.3342348,-87.1350979,Florida,United States,32561,us
South River Residences,Entire apartment,"Lo-Do, Denver",7.8,Good,3,0,0,35.5312452,-81.0297994,North Carolina,United States,28037,us
Boho hip bungalow in Old Bisbee,Entire holiday home,Bisbee,9.0,Superb,2,0,0,31.4481547,-109.928408,Arizona,United States,85603,us
SeaCrest 707 condo,Entire apartment,Fort Walton Beach,9.0,Superb,3,0,0,30.4057552,-86.618842,Florida,United States,32548,us
Surf Side Shores 1405 Condo,Entire apartment,Gulf Shores,9.0,Superb,3,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Seahorse Condos,Entire apartment,Padre Island,8.7,Fabulous,3,0,0,26.8445017,-97.3677593,Texas,United States,,us
Chamonix,Entire holiday home,Snowmass Village,8.8,Fabulous,4,0,0,39.2130418,-106.9378207,Colorado,United States,81615,us
Mount Neota 33 Condo,Entire apartment,Estes Park,,Exceptional,3,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
"Relax in The Rockies Located on Lake Estes, Jacuzzi and Indoor Outdoor Fireplace",Entire holiday home,Estes Park,9.0,Superb,4,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Coastal Condo with Pool Access - Walk to Apache Pier,Entire holiday home,Myrtle Beach,,Exceptional,2,0,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Circle J Club at Jeremy Ranch,Private suite,Park City,8.5,Very good,4,0,0,40.6460921,-111.4979963,Utah,United States,84060,us
Lake Texoma Cabin - 1 Mi to Park and Boat Ramp,Entire holiday home,Willow Spring,9.0,Superb,2,0,0,34.6700217,-112.863239,Arizona,United States,,us
Vacation house in lake Isabella town,Entire holiday home,Lake Isabella,8.0,Very good,1,0,0,35.6132276,-118.4777199,California,United States,93240,us
Crystal Shores 1403 Condo,Entire apartment,Gulf Shores,,Exceptional,2,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Sunset Breeze #4,Entire holiday home,Dauphin Island,7.0,Good,5,0,0,30.2542022,-88.1124817,Alabama,United States,36528,us
Updated Packwood Cabin - 22 Miles to White Pass!,Entire holiday home,Packwood,9.4,Superb,2,0,0,41.1328058,-92.0847853,Iowa,United States,52580,us
ARTSY FLORIDIAN HOME a hidden gem a plain sight!,Entire apartment,North Miami Beach,,Exceptional,3,0,0,25.9331488,-80.1625463,Florida,United States,33162,us
Ocean Reef Condos,Entire apartment,Gulf Shores,8.2,Very good,5,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Sand Dollar 14 Condo,Entire apartment,Gulf Shores,,Exceptional,2,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Sterling Reef,Entire apartment,Panama City Beach,8.1,Very good,3,0,0,30.1765914,-85.805386,Florida,United States,32408,us
The Beach Club Resort and Spa II,Entire apartment,Gulf Shores,8.6,Fabulous,3,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
7 Merrimeeting Chalet,Entire holiday home,Conway,8.7,Fabulous,2,301,0,35.2521996,-92.6888936,Arkansas,United States,72156,us
Legends and Masters Iron Suite,Entire apartment,Pinehurst,9.5,Exceptional,3,200,0,30.1071543,-93.7746117,Texas,United States,77630,us
!NEW! House Rainbow,Entire holiday home,Cape Coral,7.5,Good,5,390,0,26.6059432,-81.9806771,Florida,United States,33914,us
Huntington by the Sea,Entire apartment,"Miramar Beach, Destin",8.4,Very good,4,113,0,30.3776819,-86.3415734,Florida,United States,32550,us
The Laketown Wharf II,Entire apartment,Panama City Beach,7.3,Good,4,113,0,30.1765914,-85.805386,Florida,United States,32408,us
Queens Grant,Entire holiday home,Hilton Head Island,7.8,Good,3,126,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Jade East Condominiums,Private suite,Destin,8.0,Very good,4,161,0,30.3935337,-86.4957834,Florida,United States,32540,us
Granby Condo with In-Unit Hot Tub and Mtn Views!,Entire apartment,Granby,,Exceptional,5,208,0,45.3990409,-72.721834,Québec,Canada,J2G 2V2,ca
Michaels Surfside Cabanas,Entire apartment,Clearwater Beach,9.0,Superb,2,278,0,27.9774736,-82.8279313,Florida,United States,33767,us
"Beautiful Views! Jacuzzi, Indoor Outdoor Fireplace, Steps to Lake Estes",Entire holiday home,Estes Park,9.0,Superb,4,1053,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Village by the Gulf,Private suite,Gulf Shores,8.3,Very good,4,119,0,30.2711224,-87.6893826,Alabama,United States,36542,us
"Mermaid House Bar,Sea-Deck,30' GLASS WALL,HOT TUB, E-BIKE",Entire holiday home,Onset,,Exceptional,5,731,0,41.7417714,-70.6578104,Massachusetts,United States,02538,us
Anna Maria Island Inn,Entire apartment,Bradenton Beach,8.0,Very good,4,1485,0,27.4682554,-82.6995822,Florida,United States,34217,us
Beach House V,Entire apartment,"Miramar Beach, Destin",8.3,Very good,4,126,0,30.3776819,-86.3415734,Florida,United States,32550,us
Riverbend Lodge,Entire apartment,"Four O'Clock, Breckenridge",7.6,Good,4,330,0,39.4788593,-106.0543671,Colorado,United States,80424,us
Shores of Panama III,Entire apartment,Panama City Beach,7.4,Good,4,126,0,30.1765914,-85.805386,Florida,United States,32408,us
Hololani Resort,Entire apartment,Kahana,8.5,Very good,4,402,0,21.5543942,-157.8734051,Hawaii,United States,96730,us
Giant Steps 63 ski in/out,Entire apartment,Brian Head,,Exceptional,5,307,0,37.6927551,-112.8507766,Utah,United States,84719,us
Pershing Heights 200,Entire apartment,New Kensington,9.7,Exceptional,2,212,0,40.5697893,-79.7647705,Pennsylvania,United States,15068,us
Osprey Bay,Entire holiday home,Lake Murray Shores,,Exceptional,6,135,0,34.074864,-81.4842699,South Carolina,United States,29070,us
Gnoming Around,Entire chalet,Gatlinburg,9.6,Exceptional,2,573,0,35.714259,-83.5101638,Tennessee,United States,37738,us
Pines 2047,Entire holiday home,"West Keystone, Keystone",9.5,Exceptional,4,191,0,39.60193325,-105.9827933332479,Colorado,United States,80435,us
"The Full Moon, Joshua Tree: Hot Tub, Sauna, Views",Entire holiday home,Joshua Tree,9.7,Exceptional,2,558,0,34.1265262,-116.32093491214893,California,United States,92252,us
A Place At The Beach V,Entire apartment,Atlantic Beach,8.0,Very good,2,110,0,40.5886547,-73.7288791,New York,United States,11509,us
WaterCrest Condos,Entire apartment,Panama City Beach,8.3,Very good,3,126,0,30.1765914,-85.805386,Florida,United States,32408,us
"Lake Estes Getaway Close to Downtown, Indoor Outdoor Fireplace and Jacuzzi",Entire holiday home,Estes Park,8.0,Very good,4,971,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
"Chic Retreat Indoor Outdoor Fireplace, Private Jacuzzi, Great Location!",Entire holiday home,Estes Park,,Exceptional,4,971,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Costa Crinks at Aransas Princess,Entire apartment,Port Aransas,9.0,Superb,4,350,0,27.8332175,-97.0618324,Texas,United States,78373,us
The Lodge at Steamboat by Vacasa,Entire apartment,Steamboat Springs,8.8,Fabulous,5,291,0,40.4848003,-106.8317359,Colorado,United States,80487,us
The Beach is Only Steps Away (F2) BEACHFRONT - Sleeps 8,Entire apartment,Gulf Shores,9.1,Superb,2,249,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Channel Island Shores,Private suite,Oxnard,9.2,Superb,3,401,0,34.1976308,-119.1803818,California,United States,93030,us
Baltyr Cabin,Entire chalet,Miramonte,8.9,Fabulous,4,314,0,36.6924476,-119.0523321,California,United States,93641,us
Rustic Bradford Cottage - 14 Miles to Sunapee Mtn!,Entire holiday home,Bradford,8.0,Very good,3,210,0,53.7944229,-1.7519186,England,United Kingdom,BD1 1LH,gb
River Stone Resorts,Entire apartment,Estes Park,9.3,Superb,3,394,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Beach Retreat,Entire apartment,"Downtown Myrtle Beach, Myrtle Beach",7.2,Good,3,128,0,33.6945202,-78.8835706,South Carolina,United States,,us
Sterling Breeze 4,Entire apartment,Panama City Beach,8.6,Fabulous,4,113,0,30.1765914,-85.805386,Florida,United States,32408,us
Leinemann Ski Haus,Entire holiday home,McHenry,8.5,Very good,5,226,0,42.3294391,-88.4605713,Illinois,United States,60098,us
Beach House I,Entire apartment,"Miramar Beach, Destin",8.0,Very good,4,126,0,30.3776819,-86.3415734,Florida,United States,32550,us
Regency Isle,Entire apartment,Orange Beach,8.3,Very good,3,126,0,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Appletree,Entire holiday home,Newland,,Exceptional,3,140,0,52.1371794,-2.2994291,England,United Kingdom,WR13 5AY,gb
"The Full Moon, Joshua Tree: Hot Tub, Sauna, Views",Entire holiday home,Joshua Tree,9.7,Exceptional,2,0,0,34.1265262,-116.32093491214893,California,United States,92252,us
A Place At The Beach V,Entire apartment,Atlantic Beach,8.0,Very good,2,0,0,40.5886547,-73.7288791,New York,United States,11509,us
WaterCrest Condos,Entire apartment,Panama City Beach,8.3,Very good,3,0,0,30.1765914,-85.805386,Florida,United States,32408,us
"Lake Estes Getaway Close to Downtown, Indoor Outdoor Fireplace and Jacuzzi",Entire holiday home,Estes Park,8.0,Very good,4,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
"Chic Retreat Indoor Outdoor Fireplace, Private Jacuzzi, Great Location!",Entire holiday home,Estes Park,,Exceptional,4,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Costa Crinks at Aransas Princess,Entire apartment,Port Aransas,9.0,Superb,4,0,0,27.8332175,-97.0618324,Texas,United States,78373,us
The Lodge at Steamboat by Vacasa,Entire apartment,Steamboat Springs,8.8,Fabulous,5,0,0,40.4848003,-106.8317359,Colorado,United States,80487,us
The Beach is Only Steps Away (F2) BEACHFRONT - Sleeps 8,Entire apartment,Gulf Shores,9.1,Superb,2,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Channel Island Shores,Private suite,Oxnard,9.2,Superb,3,0,0,34.1976308,-119.1803818,California,United States,93030,us
Baltyr Cabin,Entire chalet,Miramonte,8.9,Fabulous,4,0,0,36.6924476,-119.0523321,California,United States,93641,us
Rustic Bradford Cottage - 14 Miles to Sunapee Mtn!,Entire holiday home,Bradford,8.0,Very good,3,0,0,53.7944229,-1.7519186,England,United Kingdom,BD1 1LH,gb
River Stone Resorts,Entire apartment,Estes Park,9.3,Superb,3,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Beach Retreat,Entire apartment,"Downtown Myrtle Beach, Myrtle Beach",7.2,Good,3,0,0,33.6945202,-78.8835706,South Carolina,United States,,us
Sterling Breeze 4,Entire apartment,Panama City Beach,8.6,Fabulous,4,0,0,30.1765914,-85.805386,Florida,United States,32408,us
Leinemann Ski Haus,Entire holiday home,McHenry,8.5,Very good,5,0,0,42.3294391,-88.4605713,Illinois,United States,60098,us
Beach House I,Entire apartment,"Miramar Beach, Destin",8.0,Very good,4,0,0,30.3776819,-86.3415734,Florida,United States,32550,us
Regency Isle,Entire apartment,Orange Beach,8.3,Very good,3,0,0,30.282839799999998,-87.62460710389821,Alabama,United States,36561,us
Appletree,Entire holiday home,Newland,,Exceptional,3,0,0,52.1371794,-2.2994291,England,United Kingdom,WR13 5AY,gb
Stylish Hollywood Hills Home with Million Dollar Views Waiting for You!,Entire holiday home,"Studio City, Los Angeles",8.4,Very good,4,0,0,34.1483989,-118.3961877,California,United States,91604,us
2BR Sleeps 4 Mountain Views Indoor Pool,Entire apartment,Beech Mountain,9.7,Exceptional,3,0,0,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
Oceanfront White Stone Cottage with Private Beach!,Entire holiday home,White Stone,7.7,Good,5,0,0,37.6484751,-76.3891188,Virginia,United States,22578,us
NorthStar 11,Entire apartment,Steamboat Springs,8.5,Very good,4,214,236,40.4848003,-106.8317359,Colorado,United States,80487,us
Gulf Place Cabanas,Entire apartment,Santa Rosa Beach,8.4,Very good,3,199,378,30.3466423,-86.2307992,Florida,United States,32459,us
Winter Point 22,Entire holiday home,"Four O'Clock, Breckenridge",,Exceptional,4,308,245,39.4788593,-106.0543671,Colorado,United States,80424,us
Mountain Roots Lodging,Entire apartment,Big Meadows,8.7,Fabulous,1,426,0,38.5265132,-78.4397292,Virginia,United States,,us
Woodard Cabin,Entire chalet,Cullowhee,8.0,Very good,1,307,342,35.3137739,-83.1765814,North Carolina,United States,28723,us
Laketown Wharf IV,Entire apartment,Panama City Beach,7.5,Good,4,113,334,30.1765914,-85.805386,Florida,United States,32408,us
Cabin Less Than 20 Mi From Caberfae Peaks Ski Resort!,Entire holiday home,Wellston,,Exceptional,2,192,0,38.6728292,-90.2992808,Missouri,United States,63133,us
La Santorini del Sur,Entire apartment,South Padre Island,7.9,Good,5,228,272,26.1036887,-97.1646938,Texas,United States,78597,us
Maui Kamaole,Entire apartment,Wailea,8.7,Fabulous,2,374,206,20.6871749,-156.4390415,Hawaii,United States,,us
Woodbridge Condo by Snowmass Vacations,Entire apartment,Snowmass Village,8.0,Very good,4,557,417,39.2130418,-106.9378207,Colorado,United States,81615,us
Sky Valley Resort Condo with Community Pool!,Entire holiday home,Sky Valley,8.0,Very good,4,196,223,33.890015,-116.3525097,California,United States,92241,us
Timberwinds,Entire holiday home,Townsend,8.3,Very good,2,323,244,35.6753657,-83.7557282,Tennessee,United States,37882,us
Ocean Villa,Entire apartment,Panama City Beach,8.2,Very good,3,126,200,30.1765914,-85.805386,Florida,United States,32408,us
Wild Irishman 1043,Entire holiday home,"West Keystone, Keystone",9.0,Superb,4,212,0,39.60193325,-105.9827933332479,Colorado,United States,80435,us
Redfish Village Condos,Entire apartment,Santa Rosa Beach,8.8,Fabulous,3,113,0,30.3466423,-86.2307992,Florida,United States,32459,us
Tidewater Beach Resort VIII,Entire apartment,Panama City Beach,8.0,Very good,4,80,155,30.1765914,-85.805386,Florida,United States,32408,us
"Stroll to Slopes, Village Area, Ski in-out MtLodge 304",Entire apartment,Snowshoe,7.9,Good,4,296,0,38.4128243,-79.9964421,West Virginia,United States,26209,us
Campton Retreat with Mtn Views about 3 Mi to Skiing,Entire holiday home,Campton,9.3,Superb,2,303,331,37.7342526,-83.547409,Kentucky,United States,41301,us
Beach Cabin Getaway,Entire holiday home,Rockaway Beach,8.5,Very good,4,126,128,45.613598,-123.943147,Oregon,United States,97136,us
Serene **Uptown** 2BR/2BA Apartment,Entire apartment,"Downtown Charlotte, Charlotte",9.7,Exceptional,4,357,0,45.1925779,-67.2776251,New Brunswick / Nouveau-Brunswick,Canada,E3L 1G4,ca
TWO BEDROOM HOUSE WITH FREE PARKING,Entire apartment,Lorain,8.0,Very good,1,186,238,41.4673238,-82.1781904,Ohio,United States,44052,us
Hilton Head Resort,Entire holiday home,Hilton Head Island,9.2,Superb,4,282,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Peaceful Providence Guesthouse,Entire holiday home,Luckenbach,7.6,Good,2,194,253,50.7041081,7.8336938,Rheinland-Pfalz,Deutschland,57629,de
Kenzie’s Klubhouse,Entire holiday home,"East End, Galveston",8.8,Fabulous,6,223,0,29.3046766,-94.7882922,Texas,United States,77550,us
Bear Paw Suites,Entire apartment,Estes Park,9.6,Exceptional,3,394,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Crystal Tower Condominiums,Entire apartment,Gulf Shores,8.3,Very good,3,126,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Majestic Beach Resort,Entire apartment,Panama City Beach,7.8,Good,4,126,0,30.1765914,-85.805386,Florida,United States,32408,us
La Vista Blanc,Entire holiday home,Mammoth Lakes,9.2,Superb,2,250,0,37.6432525,-118.9668509,California,United States,93546,us
Island Beach & Racquet Club II,Entire apartment,Atlantic Beach,8.3,Very good,1,128,0,40.5886547,-73.7288791,New York,United States,11509,us
"2nd level duplex, Downtown Houston near Toyota Center, Smoking allowed on Balcony!",Entire apartment,Houston,8.6,Fabulous,3,128,0,29.7589382,-95.3676974,Texas,United States,77002,us
Sonder The Edison,Private suite,"Philadelphia City Center, Philadelphia",8.3,Very good,3,1200,0,39.9525541,-75.15202163851058,Pennsylvania,United States,19106,us
Stutzhaven In The Mountains Home,Entire holiday home,Estes Park,7.0,Good,3,400,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Starry Night,Entire holiday home,Whittier,8.7,Fabulous,2,261,0,33.9708782,-118.030839,California,United States,90602,us
Stone Fence Resort,2 entire apartment,Ogdensburg,7.6,Good,2,674,0,44.694285,-75.486374,New York,United States,13669,us
New Claim Traveler,Entire apartment,Park City,7.7,Good,2,126,0,40.6460921,-111.4979963,Utah,United States,84060,us
Susitna Suites,Entire apartment,Wasilla,9.4,Superb,2,234,0,61.5824216,-149.442563,Alaska,United States,99654,us
Fiddlers Cove,Entire apartment,Hilton Head Island,8.3,Very good,4,126,268,32.1618488,-80.7512616,South Carolina,United States,29928,us
Klonteska Condominiums By VCI Real Estate Services,Entire apartment,Beech Mountain,8.9,Fabulous,4,480,177,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
Park Pointe Condominiums,Entire apartment,Chelan,7.4,Good,3,126,189,43.3448259,0.5440997,Occitanie,France,32140,fr
Ski & Sky,Entire apartment,Snowmass Village,7.6,Good,2,397,429,39.2130418,-106.9378207,Colorado,United States,81615,us
Snake River Roadhouse by KABINO,Private suite,Swan Valley,7.1,Good,2,210,191,43.456028,-111.341615,Idaho,United States,83449,us
Heavenly Mountain Hideaway by Lake Tahoe Accommodations,Entire apartment,South Lake Tahoe,9.0,Superb,3,238,191,38.9332411,-119.9843482,California,United States,96152,us
"Hudson Valley Farmhouse on 4 acres, pets allow",Entire chalet,Lagrangeville,9.0,Superb,3,277,248,41.650927,-73.7629088,New York,United States,12540,us
Turquoise Escape about 1 Mi to Sailfish Marina!,Entire apartment,West Palm Beach,,Exceptional,2,180,0,26.715364,-80.0532942,Florida,United States,33401,us
Point Breeze Guest House,Private suite,Pittsburgh,9.0,Superb,1,330,0,40.4416941,-79.9900861,Pennsylvania,United States,15219,us
Whispering Pines,Entire apartment,Pagosa Springs,9.3,Superb,3,251,310,37.2695661,-107.010816,Colorado,United States,88147,us
Sonder The Palace,Private suite,"Design District, Miami",7.7,Good,3,1525,182,25.81466,-80.1914321,Florida,United States,33137,us
