Name,Roomsinfo,Beds,Location,DiscountPrice,ActualPrice,Reviews,Host
Centrally Located Coffee Bar & Comfort 3,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen3 beds (1 single, 1 double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Fairbanks,,,"<div aria-label=""Scored 7.6 "" class=""b5cd09854e d10a6220b4"">7.6</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
@ Marbella Lane 2BR Lower Level House in Downtown San Jose,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 56m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",San Jose,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Corry Bungalow,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 93m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Pensacola,,,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Escape to Bearadise,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 116m²4 beds (2 singles, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
South Beach Retreat,Entire holiday home • 2 bathrooms • 1 kitchen • 94m²,"<span class=""bb58e7a787"">Entire holiday home</span>",Tybee Island,,,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Bear 'N Tree by Big Bear Cool Cabins,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 88m²3 beds (1 single, 1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,,,"<div aria-label=""Scored 6.3 "" class=""b5cd09854e d10a6220b4"">6.3</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Moondrifter 506 By ZIA,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 102m²4 beds (1 single, 1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Panama City Beach,,,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Red Roof,Entire holiday home • 2 bedrooms • 1 living room • 1 kitchen • 93m²2 large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Stanley,,,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Hilton Head Condo - Walk to Folly Field Beach!,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 73m²4 beds (3 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Hilton Head Island,,,"<div aria-label=""Scored 7.3 "" class=""b5cd09854e d10a6220b4"">7.3</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Crystal Tower 904,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 97m²3 beds (1 extra-large double, 1 bunk bed, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,,,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Movie House Lot B,Entire holiday home • 1 bathroom • 1 kitchen • 111m²,"<span class=""bb58e7a787"">Entire holiday home</span>",Tybee Island,,,"<div aria-label=""Scored 7.5 "" class=""b5cd09854e d10a6220b4"">7.5</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
West NewYork NJ Cozy 2bed apt backyard to stay,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²3 beds (1 single, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",West New York,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Edgewater Condo Unit #303 Apts,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 107m²3 beds (2 doubles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",South Padre Island,,,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
The Fox Paw,"Entire holiday home • 2 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 139m²4 beds (2 singles, 1 double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Villa 2,Entire apartment • 2 bedrooms • 2 bathrooms2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Hammond,,,"<div aria-label=""Scored 9.9 "" class=""b5cd09854e d10a6220b4"">9.9</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Sturgeon Pool Lake House,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Stone Ridge,,,"<div aria-label=""Scored 6.0 "" class=""b5cd09854e d10a6220b4"">6.0</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Holden Beach Your Way,Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 111m²3 large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Holden Beach,,,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Cabin Chic,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 71m²3 beds (2 bunk beds, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear City,,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
A Humble Hilltop Hideaway,Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 78m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear City,,,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"Evian 123, 2 Bedrooms, Sleeps 6, Pool, Golf View","Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 132m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Hilton Head Island,,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Modern Ski Chalet, 10mins to Skiing, Hot Tub & Mountain Views","Entire chalet • 2 bedrooms • 1 bathroom • 1 kitchen • 81m²3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Whitefish,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Sea Breeze 119 by Bender Vacation Rentals,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 82m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,,,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
"The WILLA on 7th, located in Downtown BENTONVILLE!","Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 74m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Bentonville,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Dock of the Bay 102,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 92m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Lincoln City,,,"<div aria-label=""Scored 6.0 "" class=""b5cd09854e d10a6220b4"">6.0</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Private Beach Haven with All of the Comforts,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Herbster,,,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Los Cabos III Condominiums,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 92m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",South Padre Island,,,"<div aria-label=""Scored 7.1 "" class=""b5cd09854e d10a6220b4"">7.1</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
"Bright & Airy 2BR, 3 Blocks From The Beach",Entire apartment • 2 bedrooms • 1 bathroom2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Ventnor City,,,"<div aria-label=""Scored 7.2 "" class=""b5cd09854e d10a6220b4"">7.2</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Trifecta Historic Brick 2BR Getaway Superhost,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 83m²3 beds (1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Durham,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 55,837</span>",,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Paris luxury,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen5 beds (2 extra-large doubles, 1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Hallandale Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 381,407</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Luxurious Fort Lauderdale Pool Home,Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 135m²2 extra-large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Fort Lauderdale,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 193,471</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
"Oceanfront, 2BR, 2BA Condo, St. Regis #3213, Topsail, NC","Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 94m²3 beds (1 double, 1 bunk bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",North Topsail Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 90,858</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
General Butler State Resort Park,2 entire holiday homes • 2 bedrooms • 2 living rooms2 double beds,"<span class=""bb58e7a787"">2 entire holiday homes</span>",Carrollton,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 129,748</span>",,"<div aria-label=""Scored 7.7 "" class=""b5cd09854e d10a6220b4"">7.7</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Woodland Retreat,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 111m²4 beds (2 sofa beds, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Hancock,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 63,919</span>",,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Cozy Isle,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 70m²3 beds (2 doubles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Port Aransas,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 66,915</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Movie House Lot C,Entire holiday home • 2 bathrooms • 1 kitchen • 121m²,"<span class=""bb58e7a787"">Entire holiday home</span>",Tybee Island,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 99,184</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
"Surfside Six E, 2 Bedrooms, Ocean Front, Sleeps 6, Wireless Internet","Entire apartment • 2 bedrooms • 3 bathrooms • 1 kitchen • 111m²4 beds (2 singles, 1 extra-large double, 1 futon)","<span class=""bb58e7a787"">Entire apartment</span>",St. Augustine,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 222,124</span>",,"<div aria-label=""Scored 8.4 "" class=""b5cd09854e d10a6220b4"">8.4</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Hacienda del Sol II - 513,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²4 beds (2 singles, 1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",New Smyrna Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 146,940</span>",,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Waterway Village by Palmetto Vacations,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Myrtle Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 56,327</span>",,"<div aria-label=""Scored 7.3 "" class=""b5cd09854e d10a6220b4"">7.3</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Dune With A View,"Entire holiday home • 2 bedrooms • 3 bathrooms • 1 kitchen • 172m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Lincoln City,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 248,730</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Sweet Dreams,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²3 beds (1 bunk bed, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Dauphin Island,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 191,144</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
The Lodges at Sunset Village,Entire chalet • 1 bedroom • 1 living room • 1 bathroom • 48m²1 extra-large double bed,"<span class=""bb58e7a787"">Entire chalet</span>",McHenry,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 280,790</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Bear Retreat,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 139m²4 beds (2 doubles, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 310,043</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Little Big Pine,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 88m²3 beds (2 doubles, 1 extra-large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 244,900</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Chic Paris Beach Getaway - 1mi to beach,"Entire holiday home • 2 bedrooms • 1 bathroom • 65m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Boynton Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 131,879</span>",,"<div aria-label=""Scored 7.3 "" class=""b5cd09854e d10a6220b4"">7.3</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Village Hideaway,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 85m²3 beds (1 double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 352,044</span>",,"<div aria-label=""Scored 7.8 "" class=""b5cd09854e d10a6220b4"">7.8</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
"Artist Road #30, 2 Bedrooms, Fireplace, Pool Access, Washer/Dryer, Sleeps 4","Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 111m²3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Santa Fe,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 307,349</span>",,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Bear Country Cabin,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 87m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear City,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 244,900</span>",,"<div aria-label=""Scored 7.6 "" class=""b5cd09854e d10a6220b4"">7.6</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Sea Breeze 305,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 68m²2 beds (1 bunk bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Gulf Shores,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 86,435</span>",,"<div aria-label=""Scored 9.4 "" class=""b5cd09854e d10a6220b4"">9.4</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Hacienda del Sol II - 116,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",New Smyrna Beach,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 167,144</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Lake Chelan Resort Condo Pool and Hot Tub Access!,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 135m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Manson,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 79,348</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Cottage near Overton Park W/ 5 Large Beds and SOFA,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 1,000m²6 beds (3 doubles, 1 sofa bed, 2 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>","University District, Memphis","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 50,621</span>",,"<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Tides 611,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen3 beds (1 extra-large double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>","Miramar Beach, Destin","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 141,944</span>",,"<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Fanciful Winters Lake,Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 79m²2 large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 306,125</span>",,"<div aria-label=""Scored 7.8 "" class=""b5cd09854e d10a6220b4"">7.8</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Lakefront Cottage,"Entire holiday home • 2 bedrooms • 3 living rooms • 1 bathroom • 1 kitchen • 102m²5 beds (3 bunk beds, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear Lake,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 367,350</span>",,"<div aria-label=""Scored 6.4 "" class=""b5cd09854e d10a6220b4"">6.4</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
"Xanadu 19-A, 2 Bedroom, Sleeps 6, Walk to Beach, Large Pool, Free Tennis","Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 98m²4 beds (2 doubles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Hilton Head Island,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 62,694</span>",,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Coy Cottage,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²3 beds (1 extra-large double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Big Bear City,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 367,350</span>",,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Majestic Sun 403A Home,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²4 beds (2 doubles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>","Miramar Beach, Destin","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 109,353</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Shoreline Towers 1052 Condo,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 133m²3 beds (1 extra-large double, 2 large doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Destin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 127,533</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Cozy2BREscape mins to the Historic StoneMTN Park&Village,"Entire villa • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 115m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire villa</span>",Stone Mountain,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 41,825</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 55,034</span>",,"<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> <!-- -->7.0</div>"
